invoice_number,invoice_date,taxable_value,cgst,sgst,igst,total_tax,total_value,place_of_supply,reverse_charge,seller_gstin,seller_name,buyer_gstin,buyer_name
2425/0356,2024-11-27,317546.36,0.0,0.0,57158.34,,374704.7,18,,16IBMPF0580C3ZS,,,
TAX-2425-00496,2024-11-27,2380767.92,0.0,0.0,0.0,,2380767.92,06,,01TLXTG7331WGZ2,,,
2425000135,2024-11-26,449150.26,0.0,0.0,53898.03,,503048.29,06,,01ANHAR2967D4ZW,,,
2425000135,2024-11-26,449150.26,0.0,0.0,53898.03,,503048.29,06,,01ANHAR2967D4ZW,,,
SI/2425/0336,2024-11-25,2722345.2,0.0,0.0,326681.42,,3049026.62,02,,12BUHHN1557FAZ2,,,
SI-2425-000560,2024-11-25,2169736.71,0.0,0.0,260368.41,,2430105.12,22,,24EGTCU0607B9ZY,,,
SI/2425/0336,2024-11-25,3085677.53,0.0,0.0,326681.42,,3412358.95,02,,12BUHHN1557FAZ2,,,
SI-2425-000560,2024-11-25,2169736.71,0.0,0.0,260368.41,,2430105.12,22,,24EGTCU0607B9ZY,,,
242500411,2024-11-24,396311.84,0.0,0.0,71336.13,,467647.97,22,,27BMFJL3720GXZO,,,
242500411,2024-11-24,396311.84,0.0,0.0,71336.13,,467647.97,22,,27BMFJL3720GXZO,,,
TAX-2425-006,2024-11-23,188998.62,0.0,0.0,34019.75,,223018.37,20,,10NGQBJ4498IOZV,,,
TAX-2425-006,2024-11-23,188998.62,0.0,0.0,34019.75,,223018.37,20,,10NGQBJ4498IOZV,,,
B2B/2425/0593,2024-11-22,3789734.08,0.0,0.0,189486.7,,3979220.78,22,,34KBJLI9726XZZJ,,,
B2B/2425/0593,2024-11-22,3789734.08,0.0,0.0,189486.7,,3979220.78,22,,34KBJLI9726XZZJ,,,
TAX2425429,2024-11-21,1984141.39,0.0,0.0,99207.07,,2083348.46,22,,36FGYBH3187T9ZK,,,
TAX2425429,2024-11-21,1984141.39,0.0,0.0,99207.07,,2083348.46,22,,36FGYBH3187T9ZK,,,
GST/2425/000566,2024-11-19,4619107.7,0.0,0.0,230955.39,,4850063.09,14,,01TLXTG7331WGZ2,,,
GST/2425/000566,2024-11-19,4619107.7,0.0,0.0,230955.39,,4850063.09,14,,01TLXTG7331WGZ2,,,
24250062,2024-11-18,3080928.06,0.0,0.0,369711.37,,3450639.43,27,,15JRSBT6524ILZ6,,,
TAX-2425-000316,2024-11-18,4758571.2,0.0,0.0,237928.56,,4996499.76,02,,04CJJGW2962SNZ4,,,
24250062,2024-11-18,3080928.06,0.0,0.0,369711.37,,3450639.43,27,,15JRSBT6524ILZ6,,,
TAX-2425-000316,2024-11-18,4758571.2,0.0,0.0,237928.56,,4996499.76,02,,04CJJGW2962SNZ4,,,
B2B24250089,2024-11-17,114717.83,0.0,0.0,20649.21,,135367.04,20,,34KBJLI9726XZZJ,,,
SI/2425/0251,2024-11-17,2841587.72,0.0,0.0,511485.79,,3353073.51,07,,10ZICJD5474UMZ1,,,
B2B/2425/379,2024-11-17,1269711.79,0.0,0.0,152365.41,,1422077.2,07,,01DEMBO8806RVZQ,,,
B2B/2425/542,2024-11-17,4987507.0,0.0,0.0,249375.35,,5236882.35,03,,06NQQPY4472HPZ3,,,
B2B24250089,2024-11-17,114717.83,0.0,0.0,20649.21,,135367.04,20,,34KBJLI9726XZZJ,,,
SI/2425/0251,2024-11-17,2841587.72,0.0,0.0,511485.79,,3353073.51,07,,10ZICJD5474UMZ1,,,
B2B/2425/379,2024-11-17,1269711.79,0.0,0.0,152365.41,,1422077.2,07,,01DEMBO8806RVZQ,,,
B2B/2425/542,2024-11-17,4987507.0,0.0,0.0,249375.35,,5236882.35,03,,06NQQPY4472HPZ3,,,
B2B/2425/000402,2024-11-15,565095.52,0.0,0.0,101717.19,,666812.71,18,,35SHYPB4339MYZD,,,
B2B/2425/000402,2024-11-15,565095.52,0.0,0.0,101717.19,,666812.71,18,,35SHYPB4339MYZD,,,
TAX24250341,2024-11-13,3746633.51,0.0,0.0,674394.03,,4421027.54,18,,33NZJPJ8685WOZ1,,,
TAX24250341,2024-11-13,3746633.51,0.0,0.0,674394.03,,4421027.54,18,,33NZJPJ8685WOZ1,,,
2425-105,2024-11-12,1055072.88,0.0,0.0,189913.12,,1244986.0,01,,22TVHPP6202IAZZ,,,
GST/2425/274,2024-11-12,2537136.31,228342.27,228342.27,0.0,,2993820.85,12,,12WKQCH8988A7ZW,,,
2425-105,2024-11-12,1055072.88,0.0,0.0,189913.12,,1244986.0,01,,22TVHPP6202IAZZ,,,
GST/2425/274,2024-11-12,2537136.31,228342.27,228342.27,0.0,,2993820.85,12,,12WKQCH8988A7ZW,,,
TAX2425000183,2024-11-11,810009.67,0.0,0.0,145801.74,,955811.41,37,,26RCLJF0323YVZ3,,,
TAX-2425-0220,2024-11-11,4485836.5,0.0,0.0,538300.38,,5024136.88,32,,36FGYBH3187T9ZK,,,
GST/2425/428,2024-11-11,3094060.71,0.0,0.0,154703.04,,3248763.75,15,,29PDZAL5606ASZ0,,,
TAX2425000183,2024-11-11,810009.67,0.0,0.0,145801.74,,955811.41,37,,26RCLJF0323YVZ3,,,
TAX-2425-0220,2024-11-11,4485836.5,0.0,0.0,538300.38,,5024136.88,32,,36FGYBH3187T9ZK,,,
GST/2425/428,2024-11-11,3094060.71,0.0,0.0,154703.04,,3248763.75,15,,29PDZAL5606ASZ0,,,
INV-2425-00005,2024-11-10,2002848.63,0.0,0.0,100142.43,,2102991.06,20,,01DEMBO8806RVZQ,,,
2425/000278,2024-11-10,1855138.6,0.0,0.0,333924.95,,2189063.55,20,,35NGQBJ4498IXZA,,,
SI/2425/0503,2024-11-10,3448941.2,0.0,0.0,172447.06,,3621388.26,20,,10ZICJD5474UMZ1,,,
INV-2425-00005,2024-11-10,2002848.63,0.0,0.0,100142.43,,2102991.06,20,,01DEMBO8806RVZQ,,,
2425/000278,2024-11-10,1855138.6,0.0,0.0,333924.95,,2189063.55,20,,35NGQBJ4498IXZA,,,
B2B/2425/000377,2024-11-10,1898155.36,0.0,0.0,341667.96,,2239823.32,10,,23ZNYBI1921NDZD,,,
SI/2425/0503,2024-11-10,3448941.2,0.0,0.0,172447.06,,3621388.26,20,,10ZICJD5474UMZ1,,,
INV/2425/000012,2024-11-09,3197707.08,0.0,0.0,575587.27,,3773294.35,06,,14JXHTN3667Y5ZQ,,,
SI/2425/179,2024-11-09,130523.41,0.0,0.0,23494.21,,154017.62,02,,01MIMHZ2258RGZ6,,,
INV/2425/426,2024-11-09,1524209.28,0.0,0.0,274357.67,,1798566.95,20,,01DEMBO8806RVZQ,,,
INV/2425/000012,2024-11-09,3197707.08,0.0,0.0,575587.27,,3773294.35,06,,14JXHTN3667Y5ZQ,,,
SI/2425/179,2024-11-09,115900.64,0.0,0.0,23494.21,,139394.85,02,,01MIMHZ2258RGZ6,,,
INV/2425/426,2024-11-09,1524209.28,0.0,0.0,274357.67,,1798566.95,20,,01DEMBO8806RVZQ,,,
2425/209,2024-11-08,3406121.46,0.0,0.0,408734.58,,3814856.04,02,,26WJNGF2848X6ZX,,,
2425/209,2024-11-08,3406121.46,0.0,0.0,408734.58,,3814856.04,02,,26WJNGF2848X6ZX,,,
GST-2425-127,2024-11-06,4959735.67,0.0,0.0,247986.78,,5207722.45,37,,13ZNDJR1569RGZM,,,
GST-2425-127,2024-11-06,4959735.67,0.0,0.0,247986.78,,5207722.45,37,,13ZNDJR1569RGZM,,,
TAX/2425/0191,2024-11-05,724194.43,0.0,0.0,130355.0,,854549.43,27,,34KBJLI9726XZZJ,,,
SI/2425/00470,2024-11-05,37205.07,0.0,0.0,4464.61,,41669.68,29,,20LABCR0354BEZN,,,
24250577,2024-11-05,1740947.02,0.0,0.0,313370.46,,2054317.48,15,,26WJNGF2848X6ZX,,,
TAX-2425-000590,2024-11-05,1560482.84,0.0,0.0,78024.14,,1638506.98,22,,04RCLJF0323YNZH,,,
TAX/2425/0191,2024-11-05,724194.43,0.0,0.0,130355.0,,854549.43,27,,34KBJLI9726XZZJ,,,
SI/2425/00470,2024-11-05,37205.07,0.0,0.0,4464.61,,41669.68,29,,20LABCR0354BEZN,,,
24250577,2024-11-05,1740947.02,0.0,0.0,313370.46,,2054317.48,15,,26WJNGF2848X6ZX,,,
TAX-2425-000590,2024-11-05,1560482.84,0.0,0.0,78024.14,,1638506.98,22,,04RCLJF0323YNZH,,,
TAX-2425-000167,2024-11-04,3029650.32,0.0,0.0,545337.06,,3574987.38,16,,22SAYPV7763CRZW,,,
B2B-2425-00238,2024-11-04,3085254.0,0.0,0.0,555345.72,,3640599.72,21,,06WCBJC5618JFZ7,,,
TAX-2425-000167,2024-11-04,3029650.32,0.0,0.0,545337.06,,3574987.38,16,,22SAYPV7763CRZW,,,
B2B-2425-00238,2024-11-04,3085254.0,0.0,0.0,555345.72,,3640599.72,21,,06WCBJC5618JFZ7,,,
SI242500132,2024-11-02,3646428.74,0.0,0.0,656357.17,,4302785.91,27,,35NGQBJ4498IXZA,,,
GST/2425/324,2024-11-02,3242039.74,0.0,0.0,583567.15,,3825606.89,17,,16IBMPF0580C3ZS,,,
SI242500132,2024-11-02,3646428.74,0.0,0.0,656357.17,,4302785.91,27,,35NGQBJ4498IXZA,,,
GST/2425/324,2024-11-02,3242039.74,0.0,0.0,583567.15,,3825606.89,17,,16IBMPF0580C3ZS,,,
INV/2425/185,2024-11-01,1599884.58,0.0,0.0,287979.22,,1887863.8,17,,06WCBJC5618JFZ7,,,
2425/000198,2024-11-01,2378021.59,0.0,0.0,428043.89,,2806065.48,24,,06WCBJC5618JFZ7,,,
B2B-2425-266,2024-11-01,2957490.61,0.0,0.0,532348.31,,3489838.92,18,,20LABCR0354BEZN,,,
INV/2425/185,2024-11-01,1599884.58,0.0,0.0,287979.22,,1887863.8,17,,06WCBJC5618JFZ7,,,
2425/000198,2024-11-01,2378021.59,0.0,0.0,428043.89,,2806065.48,24,,06WCBJC5618JFZ7,,,
B2B-2425-266,2024-11-01,2957490.61,0.0,0.0,532348.31,,3489838.92,18,,20LABCR0354BEZN,,,
2425-000119,2024-10-30,1443881.46,0.0,0.0,259898.66,,1703780.12,21,,13ZNDJR1569RGZM,,,
TAX-2425-00574,2024-10-30,2396509.84,0.0,0.0,431371.77,,2827881.61,01,,09VCYCP9274P5Z3,,,
2425-000119,2024-10-30,1443881.46,0.0,0.0,259898.66,,1703780.12,21,,13ZNDJR1569RGZM,,,
TAX-2425-00574,2024-10-30,2396509.84,0.0,0.0,431371.77,,2827881.61,01,,09VCYCP9274P5Z3,,,
2425-172,2024-10-29,16642.42,0.0,0.0,2995.64,,19638.06,26,,04CJJGW2962SNZ4,,,
2425-172,2024-10-29,16642.42,0.0,0.0,2995.64,,19638.06,26,,04CJJGW2962SNZ4,,,
TAX242500058,2024-10-28,230815.65,0.0,0.0,41546.82,,272362.47,06,,34KBJLI9726XZZJ,,,
TAX242500058,2024-10-28,230815.65,0.0,0.0,41546.82,,272362.47,06,,34KBJLI9726XZZJ,,,
2425/537,2024-10-27,1439897.37,129590.76,129590.76,0.0,,1699078.89,04,,04CJJGW2962SNZ4,,,
2425/537,2024-10-27,1439897.37,129590.76,129590.76,0.0,,1699078.89,04,,04CJJGW2962SNZ4,,,
SI/2425/392,2024-10-26,2847403.02,0.0,0.0,512532.54,,3359935.56,33,,15JRSBT6524ILZ6,,,
GST24250546,2024-10-26,1575192.19,0.0,0.0,189023.06,,1764215.25,20,,05NZJPJ8685W7ZH,,,
SI/2425/392,2024-10-26,2847403.02,0.0,0.0,512532.54,,3359935.56,33,,15JRSBT6524ILZ6,,,
GST24250546,2024-10-26,1575192.19,0.0,0.0,189023.06,,1764215.25,20,,05NZJPJ8685W7ZH,,,
B2B242500215,2024-10-25,4913498.64,0.0,0.0,884429.76,,5797928.4,20,,16IBMPF0580C3ZS,,,
GST/2425/00314,2024-10-25,771075.67,0.0,0.0,138793.62,,909869.29,01,,32DMTBE6740M8Z7,,,
TAX-2425-00433,2024-10-25,4887514.32,0.0,0.0,586501.72,,5474016.04,37,,01MIMHZ2258RGZ6,,,
B2B242500215,2024-10-25,4913498.64,0.0,0.0,884429.76,,5797928.4,20,,16IBMPF0580C3ZS,,,
GST/2425/00314,2024-10-25,771075.67,0.0,0.0,138793.62,,909869.29,01,,32DMTBE6740M8Z7,,,
TAX-2425-00433,2024-10-25,4887514.32,0.0,0.0,586501.72,,5474016.04,37,,01MIMHZ2258RGZ6,,,
SI2425000488,2024-10-24,3021990.74,0.0,0.0,543958.33,,3565949.07,22,,15JRSBT6524ILZ6,,,
SI2425000488,2024-10-24,3021990.74,0.0,0.0,543958.33,,3565949.07,22,,15JRSBT6524ILZ6,,,
B2B/2425/0158,2024-10-23,3249036.57,0.0,0.0,162451.83,,3411488.4,29,,26RCLJF0323YVZ3,,,
2425273,2024-10-23,1133974.38,0.0,0.0,204115.39,,1338089.77,20,,27BMFJL3720GXZO,,,
B2B/2425/0158,2024-10-23,3249036.57,0.0,0.0,162451.83,,3411488.4,29,,26RCLJF0323YVZ3,,,
2425273,2024-10-23,1133974.38,0.0,0.0,204115.39,,1338089.77,20,,27BMFJL3720GXZO,,,
TAX2425086,2024-10-21,3631840.08,0.0,0.0,0.0,,3631840.08,22,,06JISJR0069HKZG,,,
TAX/2425/00197,2024-10-21,998155.53,0.0,0.0,179668.0,,1177823.53,20,,01DEMBO8806RVZQ,,,
TAX/2425/0435,2024-10-21,4660780.04,0.0,0.0,233039.0,,4893819.04,29,,20LABCR0354BEZN,,,
TAX2425086,2024-10-21,3631840.08,0.0,0.0,0.0,,3631840.08,22,,06JISJR0069HKZG,,,
TAX/2425/00197,2024-10-21,998155.53,0.0,0.0,179668.0,,1177823.53,20,,01DEMBO8806RVZQ,,,
TAX/2425/0435,2024-10-21,4660780.04,0.0,0.0,233039.0,,4893819.04,29,,20LABCR0354BEZN,,,
SI24250088,2024-10-20,981300.4,0.0,0.0,49065.02,,1030365.42,26,,22SAYPV7763CRZW,,,
INV/2425/0097,2024-10-20,3080350.72,0.0,0.0,154017.54,,3234368.26,07,,18GDFBX5712POZS,,,
GST242500193,2024-10-20,3399837.82,0.0,0.0,611970.81,,4011808.63,03,,20LABCR0354BEZN,,,
SI24250088,2024-10-20,981300.4,0.0,0.0,49065.02,,1030365.42,26,,22SAYPV7763CRZW,,,
INV/2425/0097,2024-10-20,3080350.72,0.0,0.0,154017.54,,3234368.26,07,,18GDFBX5712POZS,,,
GST242500193,2024-10-20,3399837.82,0.0,0.0,611970.81,,4011808.63,03,,20LABCR0354BEZN,,,
SI/2425/133,2024-10-19,4723841.02,0.0,0.0,850291.38,,5574132.4,34,,21KRMAH2280HJZ4,,,
TAX2425000347,2024-10-19,75145.93,0.0,0.0,3757.3,,78903.23,05,,20LABCR0354BEZN,,,
SI/2425/133,2024-10-19,4723841.02,0.0,0.0,850291.38,,5574132.4,34,,21KRMAH2280HJZ4,,,
TAX2425000347,2024-10-19,75145.93,0.0,0.0,3757.3,,78903.23,05,,20LABCR0354BEZN,,,
INV-2425-00247,2024-10-17,4649433.61,0.0,0.0,836898.05,,5486331.66,26,,18GDFBX5712POZS,,,
24250325,2024-10-17,940815.46,0.0,0.0,47040.77,,987856.23,01,,07FGYBH3187TAZK,,,
GST-2425-588,2024-10-17,2100037.96,0.0,0.0,378006.83,,2478044.79,02,,22TVHPP6202IAZZ,,,
INV-2425-00247,2024-10-17,4649433.61,0.0,0.0,836898.05,,5486331.66,26,,18GDFBX5712POZS,,,
24250325,2024-10-17,940815.46,0.0,0.0,47040.77,,987856.23,01,,07FGYBH3187TAZK,,,
GST-2425-588,2024-10-17,2100037.96,0.0,0.0,378006.83,,2478044.79,02,,22TVHPP6202IAZZ,,,
GST-2425-065,2024-10-16,3151456.11,0.0,0.0,567262.1,,3718718.21,20,,02YKTPZ6224AQZR,,,
TAX2425280,2024-10-16,4409805.51,0.0,0.0,793764.99,,5203570.5,22,,12WKQCH8988A7ZW,,,
TAX2425280,2024-10-16,4409805.51,0.0,0.0,793764.99,,5203570.5,22,,12WKQCH8988A7ZW,,,
2425038,2024-10-15,1206167.7,0.0,0.0,144740.12,,1350907.82,26,,22TVHPP6202IAZZ,,,
B2B-2425-000047,2024-10-15,3663189.89,0.0,0.0,659374.18,,4322564.07,15,,03QAHFE7680NZZM,,,
2425038,2024-10-15,1206167.7,0.0,0.0,144740.12,,1350907.82,26,,22TVHPP6202IAZZ,,,
B2B-2425-000047,2024-10-15,3663189.89,0.0,0.0,0.0,,3663189.89,15,,03QAHFE7680NZZM,,,
24250033,2024-10-14,929582.74,0.0,0.0,167324.89,,1096907.63,27,,36FGYBH3187T9ZK,,,
SI2425154,2024-10-14,3976028.22,0.0,0.0,715685.08,,4691713.3,22,,06LHWCW4227D3ZC,,,
24250033,2024-10-14,929582.74,0.0,0.0,167324.89,,1096907.63,27,,36FGYBH3187T9ZK,,,
SI2425154,2024-10-14,3976028.22,0.0,0.0,715685.08,,4691713.3,22,,06LHWCW4227D3ZC,,,
TAX/2425/00023,2024-10-12,1238312.68,0.0,0.0,222896.28,,1461208.96,26,,34UKYPI8225VZZF,,,
B2B-2425-327,2024-10-12,3123471.5,0.0,0.0,562224.87,,3685696.37,37,,14JXHTN3667Y5ZQ,,,
TAX/2425/00023,2024-10-12,1238312.68,0.0,0.0,222896.28,,1461208.96,26,,34UKYPI8225VZZF,,,
B2B-2425-327,2024-10-12,3123471.5,0.0,0.0,562224.87,,3685696.37,37,,14JXHTN3667Y5ZQ,,,
INV2425525,2024-10-11,3275420.21,0.0,0.0,393050.43,,3668470.64,23,,37OSFJM8611XFZ8,,,
GST/2425/00535,2024-10-11,3241761.64,0.0,0.0,583517.1,,3825278.74,09,,03QAHFE7680NZZM,,,
INV2425525,2024-10-11,3275420.21,0.0,0.0,393050.43,,3668470.64,23,,37OSFJM8611XFZ8,,,
GST/2425/00535,2024-10-11,3241761.64,0.0,0.0,583517.1,,3825278.74,09,,03QAHFE7680NZZM,,,
B2B-2425-00052,2024-10-10,2295531.1,0.0,0.0,114776.55,,2410307.65,16,,04RCLJF0323YNZH,,,
INV/2425/00126,2024-10-10,2298821.54,0.0,0.0,413787.88,,2712609.42,20,,06JISJR0069HKZG,,,
INV/2425/00126,2024-10-10,2298821.54,0.0,0.0,413787.88,,2712609.42,20,,06JISJR0069HKZG,,,
B2B/2425/232,2024-10-09,2067563.0,289458.82,289458.82,0.0,,2646480.64,20,,20LABCR0354BEZN,,,
GST2425000311,2024-10-09,1753425.0,0.0,0.0,87671.25,,1841096.25,18,,07UECLL4476UDZZ,,,
2425-438,2024-10-09,3140392.66,0.0,0.0,157019.63,,3297412.29,34,,20SOELV7154AUZ7,,,
B2B/2425/232,2024-10-09,2067563.0,289458.82,289458.82,0.0,,2646480.64,20,,20LABCR0354BEZN,,,
GST2425000311,2024-10-09,1753425.0,0.0,0.0,87671.25,,1841096.25,18,,07UECLL4476UDZZ,,,
2425-438,2024-10-09,3140392.66,0.0,0.0,157019.63,,3297412.29,34,,20SOELV7154AUZ7,,,
B2B-2425-536,2024-10-08,3522950.73,0.0,0.0,422754.09,,3945704.82,16,,34KBJLI9726XZZJ,,,
B2B-2425-536,2024-10-08,3522950.73,0.0,0.0,422754.09,,3945704.82,16,,34KBJLI9726XZZJ,,,
INV-2425-0276,2024-10-07,4553399.84,0.0,0.0,227669.99,,4781069.83,02,,12WKQCH8988A7ZW,,,
INV-2425-0276,2024-10-07,4553399.84,0.0,0.0,227669.99,,4781069.83,02,,12WKQCH8988A7ZW,,,
24250155,2024-10-06,2588885.27,0.0,0.0,0.0,,2588885.27,07,,01ANHAR2967D4ZW,,,
2425/00206,2024-10-06,4947835.58,0.0,0.0,890610.4,,5838445.98,21,,23ZNYBI1921NDZD,,,
24250155,2024-10-06,2588885.27,0.0,0.0,0.0,,2588885.27,07,,01ANHAR2967D4ZW,,,
2425/00206,2024-10-06,4947835.58,0.0,0.0,890610.4,,5838445.98,21,,23ZNYBI1921NDZD,,,
2425/0115,2024-10-05,3241215.12,0.0,0.0,583418.72,,3824633.84,23,,05JRSBT6524IEZE,,,
2425/0115,2024-10-05,3241215.12,0.0,0.0,583418.72,,3824633.84,23,,05JRSBT6524IEZE,,,
TAX2425372,2024-10-05,1306833.16,0.0,0.0,65341.66,,1372174.82,07,,34OPAAH0035IGZK,,,
2425-0261,2024-10-02,4182836.64,0.0,0.0,1171194.26,,5354030.9,27,,07UECLL4476UDZZ,,,
2425-0261,2024-10-02,4182836.64,0.0,0.0,1171194.26,,5354030.9,27,,07UECLL4476UDZZ,,,
GST/2425/0136,2024-09-30,2426512.37,0.0,0.0,436772.23,,2863284.6,35,,05JRSBT6524IEZE,,,
SI/2425/0551,2024-09-30,3679479.94,0.0,0.0,183974.0,,3863453.94,01,,34RHBCP5429NBZ0,,,
GST/2425/0136,2024-09-30,2426512.37,0.0,0.0,436772.23,,2863284.6,35,,05JRSBT6524IEZE,,,
SI/2425/0551,2024-09-30,3324763.29,0.0,0.0,183974.0,,3508737.29,01,,34RHBCP5429NBZ0,,,
GST/2425/000260,2024-09-29,687423.52,0.0,0.0,0.0,,687423.52,35,,16RNUCV0563YVZX,,,
B2B242500407,2024-09-29,286742.39,0.0,0.0,51613.63,,338356.02,34,,27BMFJL3720GXZO,,,
2425/000419,2024-09-29,2991289.93,0.0,0.0,538432.19,,3529722.12,14,,26YKTPZ6224A9ZY,,,
INV242500458,2024-09-29,4888868.69,0.0,0.0,879996.36,,5768865.05,34,,18PSFGQ4980NTZ8,,,
INV/2425/0541,2024-09-29,4855911.17,0.0,0.0,242795.56,,5098706.73,35,,01TLXTG7331WGZ2,,,
GST/2425/000260,2024-09-29,687423.52,0.0,0.0,0.0,,687423.52,35,,16RNUCV0563YVZX,,,
B2B242500407,2024-09-29,286742.39,0.0,0.0,51613.63,,338356.02,34,,27BMFJL3720GXZO,,,
INV242500458,2024-09-29,4888868.69,0.0,0.0,879996.36,,5768865.05,34,,18PSFGQ4980NTZ8,,,
INV/2425/0541,2024-09-29,4855911.17,0.0,0.0,242795.56,,5098706.73,35,,01TLXTG7331WGZ2,,,
GST-2425-00284,2024-09-25,2762360.86,0.0,0.0,497224.95,,3259585.81,35,,01ANHAR2967D4ZW,,,
GST-2425-00284,2024-09-25,2762360.86,0.0,0.0,497224.95,,3259585.81,35,,01ANHAR2967D4ZW,,,
GST/2425/00547,2024-09-24,3615474.74,0.0,0.0,650785.45,,4266260.19,18,,03QAHFE7680NZZM,,,
CIRC-0-0,2024-09-24,254205.8,0.0,0.0,45757.04,,299962.84,14,,35DDMPR5986XVZY,,,
2425-337,2024-09-24,599385.03,0.0,0.0,107889.31,,707274.34,20,,26WJNGF2848X6ZX,,,
GST/2425/00547,2024-09-24,3615474.74,0.0,0.0,650785.45,,4266260.19,18,,03QAHFE7680NZZM,,,
CIRC-0-0,2024-09-24,254205.8,0.0,0.0,45757.04,,299962.84,14,,35DDMPR5986XVZY,,,
GST242500061,2024-09-23,2264775.68,0.0,0.0,634137.19,,2921560.63,22,,04RCLJF0323YNZH,,,
2425000174,2024-09-23,4550925.46,0.0,0.0,819166.58,,5370092.04,18,,35NGQBJ4498IXZA,,,
2425-0585,2024-09-23,228760.16,0.0,0.0,64052.84,,292813.0,26,,35DDMPR5986XVZY,,,
GST242500061,2024-09-23,2264775.68,0.0,0.0,634137.19,,2921560.63,22,,04RCLJF0323YNZH,,,
2425000174,2024-09-23,4550925.46,0.0,0.0,819166.58,,5370092.04,18,,35NGQBJ4498IXZA,,,
2425-0585,2024-09-23,228760.16,0.0,0.0,64052.84,,292813.0,26,,35DDMPR5986XVZY,,,
TAX2425372,2024-09-22,1306833.16,0.0,0.0,65341.66,,1372174.82,07,,34OPAAH0035IGZK,,,
TAX2425372,2024-09-22,1306833.16,0.0,0.0,65341.66,,1372174.82,07,,34OPAAH0035IGZK,,,
2425/00002,2024-09-21,1994252.19,0.0,0.0,358965.39,,2353217.58,20,,35DDMPR5986XVZY,,,
2425073,2024-09-21,3070512.81,0.0,0.0,552692.31,,3623205.12,35,,02TQTFI5946D6ZP,,,
2425/00002,2024-09-21,1994252.19,0.0,0.0,358965.39,,2353217.58,20,,35DDMPR5986XVZY,,,
2425073,2024-09-21,3070512.81,0.0,0.0,552692.31,,3623205.12,35,,02TQTFI5946D6ZP,,,
24250147,2024-09-20,2376662.51,0.0,0.0,427799.25,,2804461.76,12,,06JISJR0069HKZG,,,
24250147,2024-09-20,2376662.51,0.0,0.0,427799.25,,2804461.76,12,,06JISJR0069HKZG,,,
GST242500041,2024-09-19,3794886.84,0.0,0.0,0.0,,3794886.84,24,,06LHWCW4227D3ZC,,,
GST-2425-087,2024-09-19,4399082.72,0.0,0.0,219954.14,,4619036.86,20,,32DMTBE6740M8Z7,,,
GST242500041,2024-09-19,3794886.84,0.0,0.0,0.0,,3794886.84,24,,06LHWCW4227D3ZC,,,
GST-2425-087,2024-09-19,4399082.72,0.0,0.0,219954.14,,4619036.86,20,,32DMTBE6740M8Z7,,,
INV-2425-0031,2024-09-17,530616.81,0.0,0.0,95511.03,,626127.84,22,,02TQTFI5946D6ZP,,,
B2B/2425/00156,2024-09-17,1027376.49,0.0,0.0,184927.77,,1212304.26,02,,22TVHPP6202IAZZ,,,
242500401,2024-09-17,2007481.78,0.0,0.0,361346.72,,2368828.5,02,,26RCLJF0323YVZ3,,,
2425/00550,2024-09-17,2612680.98,0.0,0.0,470282.58,,3082963.56,34,,16RNUCV0563YVZX,,,
INV-2425-0031,2024-09-17,530616.81,0.0,0.0,95511.03,,626127.84,22,,02TQTFI5946D6ZP,,,
B2B/2425/00156,2024-09-17,1027376.49,0.0,0.0,184927.77,,1212304.26,02,,22TVHPP6202IAZZ,,,
242500401,2024-09-17,2007481.78,0.0,0.0,361346.72,,2368828.5,02,,26RCLJF0323YVZ3,,,
2425/00550,2024-09-17,3050319.94,0.0,0.0,470282.58,,3520602.52,34,,16RNUCV0563YVZX,,,
B2B/2425/000319,2024-09-16,2725771.21,0.0,0.0,490638.82,,3216410.03,04,,34RHBCP5429NBZ0,,,
INV/2425/555,2024-09-16,3726362.92,0.0,0.0,186318.15,,3912681.07,05,,34KBJLI9726XZZJ,,,
B2B/2425/000319,2024-09-16,2725771.21,0.0,0.0,490638.82,,3216410.03,04,,34RHBCP5429NBZ0,,,
INV/2425/555,2024-09-16,3726362.92,0.0,0.0,186318.15,,3912681.07,05,,34KBJLI9726XZZJ,,,
TAX-2425-0304,2024-09-13,2830508.61,0.0,0.0,509491.55,,3340000.16,20,,35DDMPR5986XVZY,,,
242500366,2024-09-13,915893.65,0.0,0.0,164860.86,,1080754.51,34,,12WKQCH8988A7ZW,,,
TAX-2425-0304,2024-09-13,2830508.61,0.0,0.0,509491.55,,3340000.16,20,,35DDMPR5986XVZY,,,
242500366,2024-09-13,915893.65,0.0,0.0,164860.86,,1080754.51,34,,12WKQCH8988A7ZW,,,
GST2425000489,2024-09-12,3674284.45,0.0,0.0,661371.2,,4335655.65,01,,02BKOLB2495WPZY,,,
INV24250578,2024-09-12,530101.13,0.0,0.0,148428.32,,678529.45,10,,18PSFGQ4980NTZ8,,,
GST2425000489,2024-09-12,3674284.45,0.0,0.0,661371.2,,4335655.65,01,,02BKOLB2495WPZY,,,
INV24250578,2024-09-12,530101.13,0.0,0.0,148428.32,,678529.45,10,,18PSFGQ4980NTZ8,,,
SI/2425/00030,2024-09-11,3674636.95,0.0,0.0,1028898.35,,4703535.3,22,,35SHYPB4339MYZD,,,
SI/2425/00030,2024-09-11,3674636.95,0.0,0.0,1028898.35,,4703535.3,22,,35SHYPB4339MYZD,,,
